video,duration_s,pitch_mean_hz,pitch_var_hz,energy_mean_rms,energy_var_rms,speech_ratio,n_pauses,mean_pause_duration_s,speaking_rate_proxy_hz
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-01-01-01-01-12.mp4,3.6369375,175.33163350779168,4261.12337246075,0.002701421035453677,1.0353779543947894e-05,0.6008771929824561,1,0.128,4.1058394160583935
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-01-01-01-02-12.mp4,3.536875,205.8978390893795,971.0568245865799,0.0025516448076814413,9.337767551187426e-06,0.5945945945945946,1,0.16,5.208333333333333
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-01-01-02-01-12.mp4,3.603625,186.81402457058928,2085.396810549137,0.003410573350265622,1.7272601326112635e-05,0.5796460176991151,1,0.272,4.293893129770992
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-01-01-02-02-12.mp4,3.6369375,161.54120659909015,3357.356765027349,0.0030295068863779306,1.2485398656281177e-05,0.6008771929824561,1,0.752,4.1058394160583935
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-01-01-01-12.mp4,3.8705625,211.81728999927043,2412.484129604342,0.003023415105417371,1.1944707694055978e-05,0.5950413223140496,0,0.0,4.340277777777778
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-01-01-02-12.mp4,3.7704375,183.9084561668053,4337.483138916989,0.002455727895721793,8.388679816562217e-06,0.6186440677966102,1,0.24,5.136986301369864
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-01-02-01-12.mp4,3.7704375,194.99437910709796,2850.7408501265268,0.003277154639363289,1.4194236428011209e-05,0.597457627118644,1,0.16,3.98936170212766
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-01-02-02-12.mp4,3.6703125,187.9247321221882,3301.053146569775,0.0029282919131219387,1.178760521725053e-05,0.6,1,0.384,2.264492753623188
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-02-01-01-12.mp4,3.970625,194.25420712324103,2542.7940441231226,0.0025857232976704836,9.54574079514714e-06,0.5742971887550201,0,0.0,4.370629370629371
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_12\Actor_12\01-01-02-02-01-02-12.mp4,3.7704375,178.71558745164805,3871.082399275269,0.0026937476359307766,1.06353627415956e-05,0.597457627118644,1,0.352,4.875886524822696
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-01-01-01-01-13.mp4,3.1698125,104.51527442996692,482.75978303160946,0.001951085519976914,8.31584748084424e-06,0.5778894472361809,2,0.296,3.8043478260869565
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-01-01-01-02-13.mp4,3.2031875,114.81153686726564,358.9693383188028,0.0020135119557380676,8.64356024976587e-06,0.5771144278606966,1,0.128,3.771551724137931
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-01-01-02-01-13.mp4,3.06975,119.65394894582992,581.5569508730048,0.002054415876045823,9.172800673695747e-06,0.6041666666666666,3,0.35733333333333334,3.232758620689655
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-01-01-02-02-13.mp4,3.1364375,121.52148737312947,549.1594649871518,0.002490301849320531,1.3203190064814407e-05,0.5583756345177665,2,0.272,2.272727272727273
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-01-01-01-13.mp4,3.3033125,110.51070490753722,389.0833563997227,0.0016567708225920796,4.469362011150224e-06,0.6280193236714976,1,0.512,4.326923076923077
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-01-01-02-13.mp4,3.1698125,112.11341778745077,446.3580846094708,0.0018220692873001099,6.1637106227863114e-06,0.5979899497487438,1,0.256,4.201680672268908
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-01-02-01-13.mp4,3.1364375,108.82696298535724,189.10644863578457,0.0016494967276230454,4.5890474211773835e-06,0.5888324873096447,2,0.168,4.310344827586206
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-01-02-02-13.mp4,2.93625,108.60879885134169,239.80724601032884,0.0016380536835640669,5.900702490180265e-06,0.5706521739130435,1,0.592,4.761904761904762
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-02-01-01-13.mp4,3.1364375,103.53426022131195,104.47586210813955,0.0016116570914164186,4.871862529398641e-06,0.5583756345177665,1,0.384,3.409090909090909
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_13\Actor_13\01-01-02-02-01-02-13.mp4,3.2031875,108.42791456822904,259.85864807053116,0.0021562473848462105,8.767374310991727e-06,0.572139303482587,2,0.192,3.260869565217391
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-01-01-01-01-14.mp4,3.470125,207.95742128024418,5640.0775486330995,0.001160208135843277,2.6185559818259208e-06,0.6267281105990783,0,0.0,3.2169117647058822
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-01-01-01-02-14.mp4,3.3366875,156.9829731756865,5789.211308837129,0.0010752850212156773,2.2379022084351163e-06,0.5980861244019139,1,0.14400000000000002,6.0
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-01-01-02-01-14.mp4,3.470125,169.71439722169737,8333.83481745847,0.0015305253909900784,4.21547611040296e-06,0.5852534562211982,1,0.20800000000000002,2.952755905511811
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-01-01-02-02-14.mp4,3.57025,203.15710328276424,7146.907812558846,0.0016472932184115052,4.5768633754050825e-06,0.5848214285714286,1,0.14400000000000002,3.3396946564885495
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-01-01-01-14.mp4,3.7370625,232.195680490204,6725.204576118249,0.0016675058286637068,5.818292720505269e-06,0.5811965811965812,0,0.0,4.136029411764706
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-01-01-02-14.mp4,3.57025,197.9478422748365,4214.996934404541,0.0009770247852429748,1.5027223980723647e-06,0.5892857142857143,0,0.0,3.7878787878787876
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-01-02-01-14.mp4,3.403375,251.70853831983146,1950.3105636638918,0.0017414310714229941,5.615510872303275e-06,0.5774647887323944,1,0.336,3.5569105691056913
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-01-02-02-14.mp4,3.5035,238.5761317892225,965.906658327015,0.0019099937053397298,6.687406767014181e-06,0.589041095890411,0,0.0,3.391472868217054
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-02-01-01-14.mp4,3.8705625,177.96916521290316,2753.260832069643,0.0005612628301605582,1.0105756018674583e-06,0.5991735537190083,1,0.624,3.4482758620689657
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_14\Actor_14\01-01-02-02-01-02-14.mp4,3.903875,244.60483237706933,2037.7757178465113,0.0008031423203647137,1.1055107052015956e-06,0.5983606557377049,1,0.112,2.568493150684932
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-01-01-01-01-15.mp4,3.3700625,135.60284396832608,642.2880550001252,0.00450043473392725,3.762765845749527e-05,0.5781990521327014,0,0.0,4.610655737704918
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-01-01-01-02-15.mp4,3.43675,133.34318650576262,256.9021838982309,0.0037058303132653236,2.7094365577795543e-05,0.5720930232558139,1,0.4,5.08130081300813
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-01-01-02-01-15.mp4,3.43675,124.19172620627052,748.1773608500008,0.004471081309020519,3.385490708751604e-05,0.5813953488372093,2,0.216,4.0
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-01-01-02-02-15.mp4,3.403375,118.81439445762851,1072.7874772513437,0.004429168533533812,3.738602390512824e-05,0.5821596244131455,0,0.0,3.024193548387097
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-01-01-01-15.mp4,3.57025,125.69674283407242,389.124916588556,0.002670417306944728,1.3435980690701399e-05,0.5892857142857143,0,0.0,3.3143939393939394
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-01-01-02-15.mp4,3.57025,122.47591475154255,1378.3381029778568,0.00300091621465981,1.546207749925088e-05,0.6071428571428571,0,0.0,3.676470588235294
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-01-02-01-15.mp4,3.7370625,128.20260323509268,244.76488264105112,0.003620837815105915,1.1906411600648426e-05,0.6025641025641025,1,0.368,4.875886524822696
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-01-02-02-15.mp4,3.57025,123.2514994585023,229.67575481605715,0.0032854643650352955,1.7722299162414856e-05,0.5580357142857143,1,0.512,5.5
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-02-01-01-15.mp4,3.6703125,128.8823253291635,347.741211769552,0.0032629400957375765,1.7098256648750976e-05,0.5739130434782609,0,0.0,3.7878787878787876
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_15\Actor_15\01-01-02-02-01-02-15.mp4,3.8038125,114.71230721243926,648.5326203231324,0.0032981454860419035,1.853029061749112e-05,0.6176470588235294,1,0.14400000000000002,5.1020408163265305
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-01-01-01-01-16.mp4,3.7370625,177.2218831589165,831.8627906033357,0.0029858225025236607,1.3498562111635692e-05,0.5811965811965812,1,0.14400000000000002,4.136029411764706
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-01-01-01-02-16.mp4,3.7370625,163.45894269982645,3010.312687482508,0.0031838936265558004,1.6284853700199164e-05,0.5811965811965812,0,0.0,4.595588235294118
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-01-01-02-01-16.mp4,3.603625,175.94058614243585,4235.452570539671,0.004682629834860563,3.418424603296444e-05,0.5973451327433629,1,0.16,3.7037037037037033
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-01-01-02-02-16.mp4,3.57025,195.34277300547825,1208.8090928895256,0.004351546056568623,3.1622992537450045e-05,0.6205357142857143,1,0.032,4.046762589928057
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-01-01-01-16.mp4,3.7036875,184.40787721589246,532.5828801248485,0.0023360096383839846,8.184989383153152e-06,0.5905172413793104,0,0.0,4.1058394160583935
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-01-01-02-16.mp4,3.8705625,201.47566412937266,1666.198695420506,0.00333297997713089,1.637101377127692e-05,0.5991735537190083,0,0.0,3.8793103448275863
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-01-02-01-16.mp4,3.8038125,182.92322752108845,847.018448913666,0.003069324651733041,1.6084233720903285e-05,0.5840336134453782,0,0.0,3.597122302158273
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-01-02-02-16.mp4,3.6703125,165.7891770172833,1282.3368228425113,0.003941919654607773,2.561165820225142e-05,0.5608695652173913,0,0.0,4.3604651162790695
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-02-01-01-16.mp4,3.8705625,197.56462723306146,2350.8177409324703,0.0031800398137420416,1.734605393721722e-05,0.5826446280991735,0,0.0,4.432624113475177
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_16\Actor_16\01-01-02-02-01-02-16.mp4,3.93725,194.03612027031602,1411.799961879315,0.005295316223055124,4.1091087041422725e-05,0.5910931174089069,1,0.112,3.4246575342465757
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-01-01-01-01-17.mp4,3.8371875,104.63086385691538,363.83319763977187,0.004053914453834295,2.802068593155127e-05,0.55,1,0.304,5.208333333333333
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-01-01-01-02-17.mp4,3.5035,110.26196857471416,142.83673604622325,0.003974429797381163,3.088820812990889e-05,0.6027397260273972,2,0.432,2.367424242424242
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-01-01-02-01-17.mp4,3.5035,110.1355315488446,157.39227760750117,0.004819516092538834,4.066201290697791e-05,0.5525114155251142,0,0.0,3.0991735537190084
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-01-01-02-02-17.mp4,3.470125,456.1041721129682,393341.46026214387,0.004655156750231981,4.160384560236707e-05,0.511520737327189,1,0.096,3.3783783783783785
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-01-01-01-17.mp4,3.5035,116.80878598424982,540.0859534930921,0.0036678204778581858,2.810447767842561e-05,0.5707762557077626,2,0.112,4.5
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-01-01-02-17.mp4,3.536875,104.4174857575611,1179.4996653608694,0.004479209426790476,3.7184174288995564e-05,0.5720720720720721,1,0.368,3.4448818897637796
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-01-02-01-17.mp4,3.7370625,101.54699630587324,826.3517944043256,0.004608869086951017,3.640139038907364e-05,0.5982905982905983,2,0.656,2.2321428571428568
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-01-02-02-17.mp4,3.7704375,435.2131559808473,383541.28940697893,0.005042870994657278,3.7496272852877155e-05,0.5805084745762712,1,0.24,4.1058394160583935
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-02-01-01-17.mp4,3.8705625,107.46071439519584,700.2879410984367,0.003909650258719921,2.3028247596812434e-05,0.6074380165289256,0,0.0,3.4013605442176873
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_17\Actor_17\01-01-02-02-01-02-17.mp4,3.603625,95.56648845783484,461.4613206150361,0.002875673584640026,1.4170282156555913e-05,0.5973451327433629,1,0.24,3.2407407407407405
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-01-01-01-01-18.mp4,3.470125,177.30724966492636,53.46555419722864,0.0018155064899474382,4.621882453648141e-06,0.5990783410138248,0,0.0,4.326923076923077
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-01-01-01-02-18.mp4,3.536875,177.62451114035787,105.97235836579871,0.0021057974081486464,6.147172825876623e-06,0.5900900900900901,0,0.0,3.3396946564885495
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-01-01-02-01-18.mp4,3.470125,182.42224957874282,361.3890782397596,0.0018592769047245383,4.899598025076557e-06,0.5898617511520737,0,0.0,4.39453125
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-01-01-02-02-18.mp4,3.470125,173.60027682546277,189.736589534726,0.001966956304386258,5.584994596574688e-06,0.5806451612903226,0,0.0,3.4722222222222223
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-01-01-01-18.mp4,3.470125,193.37777492338682,681.1941697143857,0.002704465528950095,1.0901972018473316e-05,0.5990783410138248,0,0.0,6.25
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-01-01-02-18.mp4,3.403375,181.11728710868033,490.31769501295435,0.002445758553221822,8.331797289429232e-06,0.5774647887323944,0,0.0,4.065040650406504
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-01-02-01-18.mp4,3.6369375,186.7060847339163,769.6158666399102,0.003288310021162033,1.4670106793346349e-05,0.6008771929824561,0,0.0,3.1934306569343063
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-01-02-02-18.mp4,3.5035,184.73756115377407,822.6439685159178,0.003278447315096855,1.524637991678901e-05,0.5981735159817352,0,0.0,3.3396946564885495
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-02-01-01-18.mp4,3.603625,187.9718350321068,425.0052118423391,0.002405915642157197,7.950722647365183e-06,0.6106194690265486,0,0.0,2.7173913043478257
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_18\Actor_18\01-01-02-02-01-02-18.mp4,3.603625,179.2327308864016,513.3450090212234,0.002177821472287178,6.055773610569304e-06,0.5973451327433629,0,0.0,5.092592592592593
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-01-01-01-01-19.mp4,3.3700625,117.04349778947442,266.53890917663597,0.0022828662768006325,8.296608939417638e-06,0.6018957345971564,0,0.0,5.413385826771654
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-01-01-01-02-19.mp4,3.2365625,127.95614207318027,601.2283017379212,0.0022342875599861145,7.169336640799884e-06,0.6059113300492611,1,0.384,6.097560975609756
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-01-01-02-01-19.mp4,3.3366875,119.49098760457362,226.87626702141,0.0021441548597067595,6.539944024552824e-06,0.5789473684210527,2,0.536,4.648760330578512
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-01-01-02-02-19.mp4,3.3033125,123.77663246304297,579.1731147571298,0.0025262797717005014,1.0615190149110276e-05,0.5990338164251208,2,0.352,3.024193548387097
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-01-01-01-19.mp4,3.6703125,126.78127300140626,1919.249190992909,0.001197204808704555,1.6573250150031527e-06,0.6,2,0.34400000000000003,6.340579710144927
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-01-01-02-19.mp4,3.6703125,120.77258741588669,957.9100231298614,0.0013560374500229955,2.214197820649133e-06,0.5782608695652174,1,0.448,9.398496240601503
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-01-02-01-19.mp4,3.3366875,127.60244853105375,657.5910447424137,0.0015128793893381953,3.3396645449101925e-06,0.583732057416268,1,0.464,8.19672131147541
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-01-02-02-19.mp4,3.470125,122.61243115503268,2045.7218668669716,0.0013094566529616714,2.300365167684504e-06,0.5852534562211982,2,0.376,4.921259842519685
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-02-01-01-19.mp4,4.471125,149.68516527566996,924.0399949020776,0.002725413767620921,7.485275546059711e-06,0.6,0,0.0,3.720238095238095
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_19\Actor_19\01-01-02-02-01-02-19.mp4,4.037375,126.15907448900569,164.80222354778556,0.0022184266708791256,5.828961548104417e-06,0.5573122529644269,1,0.768,5.319148936170214
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-01-01-01-01-20.mp4,3.470125,231.49773356938846,1182.4161681354508,0.0015597592573612928,4.336675374361221e-06,0.5806451612903226,1,0.112,3.9682539682539684
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-01-01-01-02-20.mp4,3.57025,205.38098719158296,8101.05235736462,0.0021801532711833715,7.398094112431863e-06,0.5982142857142857,1,0.112,3.264925373134328
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-01-01-02-01-20.mp4,3.43675,175.01977722252178,7406.006396687631,0.0019103540107607841,6.583507001778344e-06,0.6,0,0.0,2.4224806201550386
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-01-01-02-02-20.mp4,3.536875,248.2901854551684,1736.9688777512708,0.0021050560753792524,7.743085916445125e-06,0.5585585585585585,0,0.0,3.528225806451613
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-01-01-01-20.mp4,3.6369375,209.50210241874953,348.9039598665356,0.0008174933609552681,1.0189996828557923e-06,0.5921052631578947,0,0.0,3.7037037037037033
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-01-01-02-20.mp4,3.57025,220.4107872417353,1003.3786837776898,0.0007558321231044829,9.652492281020386e-07,0.5401785714285714,0,0.0,3.615702479338843
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-01-02-01-20.mp4,3.3366875,194.26938538415888,3978.452507181212,0.0005842953105457127,5.195068411012471e-07,0.5311004784688995,0,0.0,8.445945945945946
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-01-02-02-20.mp4,3.5035,210.28032976032708,375.5153212775169,0.0007974572945386171,9.638841902415152e-07,0.5707762557077626,0,0.0,2.5
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-02-01-01-20.mp4,3.8705625,185.47085096801084,10612.365278659396,0.000569676049053669,4.778918309966684e-07,0.5826446280991735,0,0.0,4.432624113475177
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_20\Actor_20\01-01-02-02-01-02-20.mp4,4.07075,159.14809576404272,3293.2959377109037,0.0004952868912369013,3.5489310334924085e-07,0.6,0,0.0,5.310457516339869
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-01-01-01-01-21.mp4,3.8371875,94.33836933415805,230.9312071597853,0.005841133184731007,6.680589285679162e-05,0.5791666666666667,1,0.28800000000000003,4.496402877697841
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-01-01-01-02-21.mp4,3.970625,92.0459897961977,190.97950817544555,0.00558542599901557,6.390077760443091e-05,0.5983935742971888,1,0.112,3.7751677852348995
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-01-01-02-01-21.mp4,3.603625,91.76735052099703,194.14549168875965,0.006612177472561598,7.364844350377098e-05,0.5973451327433629,1,0.14400000000000002,4.166666666666666
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-01-01-02-02-21.mp4,3.6703125,90.95983562029598,195.49694401760834,0.005283379927277565,5.245991633273661e-05,0.6,1,0.224,2.7173913043478257
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-01-01-01-21.mp4,4.037375,90.72532663376589,211.5609705303987,0.0036994311958551407,2.591175325505901e-05,0.5731225296442688,0,0.0,4.310344827586207
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-01-01-02-21.mp4,4.004,90.56730439944171,155.24471808527073,0.004574574995785952,3.443775131017901e-05,0.5976095617529881,1,0.304,4.166666666666667
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-01-02-01-21.mp4,3.8038125,89.2630396080579,279.5992463579372,0.004380245693027973,3.316595029900782e-05,0.6008403361344538,1,0.192,3.0594405594405596
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-01-02-02-21.mp4,4.07075,86.70387776092359,178.26856384635843,0.004227102268487215,2.946150016214233e-05,0.592156862745098,2,0.168,3.3112582781456954
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-02-01-01-21.mp4,4.004,94.28759879382417,206.6199112764859,0.003753047436475754,2.36487940128427e-05,0.5896414342629482,1,0.28800000000000003,3.3783783783783785
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_21\Actor_21\01-01-02-02-01-02-21.mp4,4.1708125,91.59211876921924,120.79597188072036,0.0038722825702279806,2.4499282517354004e-05,0.5977011494252874,2,0.176,4.407051282051282
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-01-01-01-01-22.mp4,3.6369375,327.0524337002161,216983.21958360198,0.002282804111018777,6.908670457050903e-06,0.6052631578947368,1,0.28800000000000003,3.623188405797101
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-01-01-01-02-22.mp4,3.43675,180.9698844943751,2262.3692606174513,0.002573190024122596,1.1253797310928348e-05,0.6046511627906976,2,0.08,6.25
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-01-01-02-01-22.mp4,3.603625,181.76419230118182,2981.1560853696556,0.002732821274548769,1.1275980796199292e-05,0.5973451327433629,1,0.20800000000000002,3.7037037037037033
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-01-01-02-02-22.mp4,3.536875,399.4745650246775,266426.22074392345,0.002545589581131935,1.0198411473538727e-05,0.6036036036036037,1,0.24,4.664179104477611
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-01-01-01-22.mp4,3.536875,170.51953600323924,2429.4838931733248,0.0016195687931030989,4.13791713071987e-06,0.6081081081081081,1,0.14400000000000002,6.018518518518518
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-01-01-02-22.mp4,3.536875,193.7102023374714,2195.1803958804944,0.0017336367163807154,5.169416454009479e-06,0.6081081081081081,1,0.16,5.555555555555555
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-01-02-01-22.mp4,3.57025,172.7323635386962,3345.2392948456572,0.00228424952365458,8.458810953015927e-06,0.5982142857142857,1,0.16,4.197761194029851
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-01-02-02-22.mp4,3.536875,165.46392819281832,2427.269146563717,0.0019927232060581446,8.489779247611295e-06,0.5990990990990991,1,0.24,4.2293233082706765
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-02-01-01-22.mp4,3.7036875,166.64246249889354,2646.5715572838153,0.0015972715336829424,3.8107982618384995e-06,0.5991379310344828,1,0.176,5.395683453237409
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_22\Actor_22\01-01-02-02-01-02-22.mp4,3.8371875,152.83015796331404,3595.8822832011206,0.001994720194488764,6.0687043514917605e-06,0.6,1,0.112,4.774305555555556
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_23\Actor_23\01-01-01-01-01-01-23.mp4,3.8038125,148.4342315477657,473.5836061155592,0.004881499335169792,4.0775557863526046e-05,0.5840336134453782,0,0.0,4.046762589928057
